customerID,Contract,MonthlyCharges,TotalCharges,PaymentMethod,PaperlessBilling,billing_risk_score,Churn,churn_risk_segment
1098-TDVUQ,Month-to-month,19.25,19.25,Bank transfer (automatic),Yes,4,No,Medium Risk
7277-OZCGZ,Month-to-month,89.05,1886.25,Electronic check,Yes,6,No,Medium Risk
1557-EMYVT,Two year,115.05,4895.1,Credit card (automatic),No,0,No,Low Risk
2799-ARNLO,Month-to-month,69.35,341.6,Electronic check,Yes,6,No,Medium Risk
7563-BIUPC,Month-to-month,80.6,415.55,Electronic check,Yes,6,Yes,Medium Risk
5027-YOCXN,One year,110.05,5686.4,Credit card (automatic),No,0,No,Low Risk
3973-SKMLN,Two year,19.9,1355.1,Credit card (automatic),Yes,1,No,Low Risk
2321-OMBXY,One year,80.3,3058.65,Credit card (automatic),No,0,Yes,Medium Risk
2840-XANRC,Month-to-month,93.15,2231.05,Electronic check,Yes,6,Yes,High Risk
6745-JEFZB,Month-to-month,91.5,3236.35,Credit card (automatic),Yes,4,No,Medium Risk
5020-ZSTTY,One year,82.45,4350.1,Bank transfer (automatic),No,0,Yes,High Risk
9880-TDQAC,Two year,60.0,4264.0,Electronic check,Yes,3,No,Low Risk
8705-WZCYL,Month-to-month,44.8,44.8,Electronic check,Yes,6,No,Medium Risk
7102-JJVTX,One year,48.6,422.3,Mailed check,No,0,No,Low Risk
8626-PTQGE,Two year,60.05,4176.7,Bank transfer (automatic),Yes,1,No,Low Risk
4983-CLMLV,Month-to-month,102.7,5138.1,Credit card (automatic),Yes,4,No,High Risk
5701-YVSVF,Month-to-month,82.9,880.05,Electronic check,Yes,6,No,Medium Risk
5804-LEPIM,Month-to-month,70.35,139.05,Electronic check,Yes,6,Yes,Medium Risk
5697-GOMBF,Month-to-month,35.9,973.65,Electronic check,Yes,6,No,Medium Risk
2739-CACDQ,Month-to-month,82.65,1470.05,Credit card (automatic),Yes,4,No,High Risk
9385-EHGDO,Two year,19.85,739.35,Mailed check,Yes,1,No,Low Risk
9498-FIMXL,One year,19.2,161.95,Mailed check,Yes,1,No,Low Risk
2379-GYFLQ,One year,94.9,4422.95,Credit card (automatic),Yes,1,No,Low Risk
0122-OAHPZ,Month-to-month,73.85,511.25,Electronic check,Yes,6,Yes,Medium Risk
2868-SNELZ,Month-to-month,80.6,155.8,Mailed check,No,3,Yes,Low Risk
4322-RCYMT,One year,75.8,5293.95,Bank transfer (automatic),Yes,1,Yes,High Risk
6680-NENYN,Two year,104.6,4759.85,Electronic check,Yes,3,Yes,High Risk
2088-IEBAU,Two year,88.15,6148.45,Electronic check,Yes,3,No,Low Risk
7982-VCELR,Month-to-month,94.8,3565.65,Credit card (automatic),Yes,4,No,Medium Risk
1343-EHPYB,Month-to-month,103.4,6603.0,Electronic check,Yes,6,Yes,High Risk
6035-BXTTY,Month-to-month,54.65,1830.1,Bank transfer (automatic),No,3,No,Low Risk
6885-PKOAM,Two year,85.75,6223.8,Credit card (automatic),No,0,No,Low Risk
7520-HQWJU,Month-to-month,67.45,4508.65,Bank transfer (automatic),Yes,4,No,Medium Risk
9639-BUJXT,One year,20.5,1328.15,Mailed check,No,0,No,Low Risk
5924-SNGKP,One year,20.25,865.0,Credit card (automatic),Yes,1,No,Medium Risk
0021-IKXGC,Month-to-month,72.1,72.1,Electronic check,Yes,6,No,Medium Risk
2034-GDRCN,Month-to-month,90.4,168.2,Electronic check,Yes,6,Yes,High Risk
8966-SNIZF,Two year,19.45,1303.5,Bank transfer (automatic),No,0,No,Low Risk
6243-OZGFH,Month-to-month,44.95,996.85,Electronic check,Yes,6,No,Medium Risk
4654-DLAMQ,One year,97.0,6430.9,Bank transfer (automatic),No,0,No,Low Risk
0513-RBGPE,Two year,62.8,2278.75,Credit card (automatic),Yes,1,No,Medium Risk
5160-UXJED,One year,44.6,681.4,Mailed check,No,0,No,Low Risk
4115-NZRKS,Month-to-month,89.15,574.35,Electronic check,Yes,6,No,Medium Risk
0219-YTZUE,Month-to-month,84.8,371.9,Bank transfer (automatic),Yes,4,Yes,Medium Risk
0623-IIHUG,Month-to-month,41.9,840.1,Electronic check,Yes,6,Yes,High Risk
4572-DVCGN,Month-to-month,80.25,846.0,Bank transfer (automatic),Yes,4,Yes,Medium Risk
3351-NGXYI,Month-to-month,54.1,889.0,Electronic check,Yes,6,No,Medium Risk
8984-EYLLL,Two year,105.25,6823.4,Electronic check,Yes,3,No,Low Risk
9057-MSWCO,Month-to-month,30.75,805.1,Credit card (automatic),No,3,Yes,Low Risk
9833-TGFHX,One year,97.1,4016.75,Electronic check,No,2,No,Low Risk
9294-TDIPC,Month-to-month,20.2,83.75,Mailed check,No,3,No,Low Risk
5229-DTFYB,Two year,98.8,3959.15,Bank transfer (automatic),Yes,1,No,Low Risk
0104-PPXDV,One year,50.3,2878.55,Credit card (automatic),No,0,No,Low Risk
5176-LMJXE,Two year,20.55,945.7,Mailed check,Yes,1,No,Medium Risk
3583-KRKMD,Month-to-month,75.9,1373.05,Bank transfer (automatic),Yes,4,No,Medium Risk
1010-DIAUQ,Month-to-month,96.5,492.55,Bank transfer (automatic),No,3,Yes,Low Risk
9069-LGEUL,Month-to-month,59.95,1406.0,Bank transfer (automatic),Yes,4,No,Medium Risk
7302-ZHMHP,Month-to-month,19.15,19.15,Mailed check,No,3,No,Low Risk
9571-EDEBV,One year,98.65,6962.85,Credit card (automatic),Yes,1,No,Low Risk
3520-FJGCV,Two year,112.6,8126.65,Credit card (automatic),Yes,1,No,Low Risk
6563-VRERX,One year,20.6,690.25,Mailed check,No,0,No,Low Risk
0259-GBZSH,Month-to-month,85.65,181.5,Electronic check,Yes,6,Yes,Medium Risk
6122-EFVKN,Two year,35.75,830.8,Mailed check,No,0,No,Low Risk
2805-EDJPQ,One year,99.75,5608.4,Credit card (automatic),Yes,1,No,Low Risk
6862-CQUMB,Month-to-month,96.1,3646.8,Credit card (automatic),Yes,4,No,Medium Risk
7156-MXBJE,One year,85.1,3662.25,Credit card (automatic),No,0,No,Low Risk
6158-HDPXZ,Month-to-month,25.35,25.35,Mailed check,No,3,No,Low Risk
9601-BRXPO,Month-to-month,104.95,2566.5,Bank transfer (automatic),Yes,4,Yes,High Risk
2863-IMQDR,Two year,89.65,5308.7,Electronic check,No,2,No,Low Risk
5686-CMAWK,One year,86.75,1410.25,Electronic check,No,2,No,Low Risk
5651-CRHKQ,One year,86.2,3339.05,Bank transfer (automatic),Yes,1,No,Low Risk
6905-NIQIN,Month-to-month,50.65,50.65,Mailed check,No,3,Yes,Low Risk
8204-YJCLA,Two year,64.8,4732.35,Bank transfer (automatic),Yes,1,No,Low Risk
5167-ZFFMM,Month-to-month,90.85,90.85,Credit card (automatic),Yes,4,Yes,Medium Risk
6583-SZVGP,Two year,108.1,5067.45,Bank transfer (automatic),Yes,1,No,Low Risk
4895-TMWIR,Month-to-month,19.95,214.75,Mailed check,No,3,Yes,Low Risk
0533-BNWKF,Month-to-month,85.45,4874.7,Electronic check,Yes,6,Yes,High Risk
1708-PBBOA,One year,54.75,2348.45,Electronic check,Yes,3,No,Medium Risk
8782-LKFPK,Month-to-month,90.4,4063.0,Mailed check,Yes,4,No,Medium Risk
5522-JBWMO,Month-to-month,44.0,44.0,Electronic check,No,5,No,Medium Risk
3597-MVHJT,Month-to-month,95.6,2595.25,Bank transfer (automatic),Yes,4,No,Medium Risk
9774-NRNAU,Month-to-month,84.8,2309.55,Bank transfer (automatic),Yes,4,No,Medium Risk
0224-RLWWD,Month-to-month,44.3,89.3,Electronic check,Yes,6,No,Medium Risk
9967-ATRFS,Month-to-month,19.9,367.55,Mailed check,No,3,No,Low Risk
3951-NJCVI,Month-to-month,95.05,3944.5,Electronic check,Yes,6,No,Medium Risk
2977-CEBSX,Two year,90.05,5965.95,Credit card (automatic),Yes,1,No,Low Risk
0177-PXBAT,Month-to-month,109.9,3694.7,Bank transfer (automatic),Yes,4,No,Medium Risk
6599-CEBNN,Month-to-month,73.95,2524.45,Credit card (automatic),Yes,4,Yes,Medium Risk
2519-ERQOJ,Month-to-month,54.6,1803.7,Electronic check,Yes,6,No,Medium Risk
5876-QMYLD,One year,20.05,415.1,Mailed check,No,0,No,Medium Risk
2277-AXSDC,One year,19.75,624.15,Bank transfer (automatic),No,0,No,Low Risk
9442-JTWDL,One year,20.05,237.7,Credit card (automatic),No,0,No,Low Risk
0979-PHULV,Month-to-month,99.45,7007.6,Credit card (automatic),Yes,4,Yes,High Risk
3067-SVMTC,One year,55.9,3848.8,Bank transfer (automatic),No,0,No,Low Risk
5495-GPSRW,Two year,19.7,419.4,Mailed check,Yes,1,No,Medium Risk
7606-BPHHN,Two year,19.8,1468.75,Credit card (automatic),Yes,1,No,Low Risk
4742-DRORA,One year,95.4,5812.0,Bank transfer (automatic),Yes,1,No,Low Risk
0111-KLBQG,Month-to-month,93.95,2861.45,Mailed check,Yes,4,No,Medium Risk
4800-VHZKI,Month-to-month,19.9,19.9,Mailed check,Yes,4,Yes,Medium Risk
7989-CHGTL,Month-to-month,19.6,19.6,Mailed check,Yes,4,Yes,Medium Risk
0334-GDDSO,Month-to-month,81.35,233.7,Electronic check,Yes,6,Yes,Medium Risk
4163-NCJAK,One year,24.45,1066.15,Bank transfer (automatic),Yes,1,No,Low Risk
5233-AOZUF,Month-to-month,74.95,2149.05,Electronic check,Yes,6,No,Medium Risk
5973-EJGDP,Month-to-month,87.35,4473.0,Electronic check,Yes,6,No,Medium Risk
1996-DBMUS,Month-to-month,70.65,3545.05,Bank transfer (automatic),Yes,4,No,Medium Risk
7916-VCCPB,Month-to-month,73.25,1195.75,Bank transfer (automatic),No,3,No,High Risk
4686-GEFRM,Two year,98.7,6858.9,Bank transfer (automatic),Yes,1,No,Low Risk
5249-QYHEX,Two year,24.8,1024.7,Mailed check,Yes,1,No,Low Risk
0578-SKVMF,Month-to-month,83.3,1845.9,Electronic check,No,5,Yes,High Risk
5564-NEMQO,Month-to-month,75.3,75.3,Bank transfer (automatic),Yes,4,Yes,Medium Risk
2233-FAGXV,Month-to-month,24.3,132.25,Mailed check,Yes,4,No,Medium Risk
5605-IYGFG,Month-to-month,69.85,515.45,Bank transfer (automatic),Yes,4,No,Medium Risk
7663-ZTEGJ,One year,100.55,2830.45,Credit card (automatic),No,0,No,Medium Risk
3935-TBRZZ,One year,25.7,1110.5,Mailed check,No,0,No,Low Risk
8111-BKVDS,Month-to-month,40.7,449.3,Bank transfer (automatic),No,3,No,Low Risk
2055-SIFSS,Month-to-month,51.65,2838.55,Bank transfer (automatic),No,3,No,Low Risk
2806-MLNTI,One year,105.1,5376.4,Bank transfer (automatic),Yes,1,No,Low Risk
8734-DKSTZ,Month-to-month,85.95,858.6,Electronic check,No,5,No,Medium Risk
4360-PNRQB,Month-to-month,75.6,1395.05,Bank transfer (automatic),Yes,4,No,Medium Risk
6152-ONASV,One year,58.25,3975.7,Bank transfer (automatic),No,0,No,Low Risk
9063-ZGTUY,Month-to-month,19.4,1182.55,Mailed check,Yes,4,Yes,Medium Risk
7781-HVGMK,Two year,65.2,4784.45,Credit card (automatic),Yes,1,No,Low Risk
2181-UAESM,Month-to-month,53.45,119.5,Electronic check,No,5,No,Medium Risk
2957-LOLHO,Month-to-month,45.4,518.9,Bank transfer (automatic),Yes,4,Yes,Medium Risk
6048-NJXHX,Two year,19.75,899.45,Electronic check,Yes,3,No,Low Risk
2320-SLKMB,Month-to-month,44.45,1183.8,Credit card (automatic),Yes,4,No,Medium Risk
4980-URKXC,One year,20.85,720.05,Bank transfer (automatic),No,0,No,Low Risk
4376-KFVRS,Two year,114.05,8468.2,Credit card (automatic),Yes,1,No,Low Risk
5886-VLQVU,Month-to-month,89.85,3161.2,Bank transfer (automatic),Yes,4,No,Medium Risk
3577-AMVUX,Month-to-month,55.05,55.05,Mailed check,No,3,No,Low Risk
0771-WLCLA,Month-to-month,112.95,1882.55,Electronic check,Yes,6,No,Medium Risk
5628-RKIFK,Month-to-month,101.55,5070.4,Credit card (automatic),No,3,No,Low Risk
0206-TBWLC,One year,114.65,6049.5,Mailed check,Yes,1,No,Low Risk
2937-FTHUR,Month-to-month,64.8,1166.7,Electronic check,No,5,No,High Risk
1910-FMXJM,Month-to-month,80.4,2937.65,Electronic check,No,5,No,Medium Risk
7752-XUSCI,Month-to-month,105.9,6396.45,Electronic check,Yes,6,Yes,High Risk
4110-PFEUZ,Month-to-month,69.55,69.55,Mailed check,No,3,Yes,Low Risk
0732-OCQOC,Two year,25.05,1270.25,Bank transfer (automatic),Yes,1,No,Low Risk
5168-MSWXT,Month-to-month,94.75,759.55,Electronic check,Yes,6,No,High Risk
1090-ESELR,Two year,105.5,7611.55,Bank transfer (automatic),No,0,No,Low Risk
8592-PLTMQ,One year,24.7,1642.75,Mailed check,No,0,No,Medium Risk
5760-WRAHC,Month-to-month,69.75,1545.4,Mailed check,Yes,4,No,Medium Risk
8847-GEOOQ,Month-to-month,60.2,3582.4,Bank transfer (automatic),Yes,4,No,High Risk
0256-LTHVJ,Month-to-month,81.05,2227.1,Electronic check,Yes,6,Yes,Medium Risk
4785-FCIFB,Two year,24.4,1417.9,Mailed check,No,0,No,Low Risk
8313-NDOIA,Month-to-month,104.15,2494.65,Electronic check,Yes,6,No,Medium Risk
5149-CUZUJ,One year,92.9,2768.35,Bank transfer (automatic),No,0,No,Low Risk
0942-KOWSM,Two year,80.8,2369.3,Bank transfer (automatic),No,0,No,Low Risk
4237-CLSMM,Month-to-month,20.0,38.0,Mailed check,No,3,No,Low Risk
1452-VOQCH,Month-to-month,75.1,75.1,Electronic check,Yes,6,No,Medium Risk
4719-UMSIY,Month-to-month,19.65,100.9,Mailed check,No,3,No,Low Risk
6614-VBEGU,Month-to-month,69.45,1614.05,Bank transfer (automatic),Yes,4,No,Medium Risk
0880-TKATG,Month-to-month,101.15,385.9,Electronic check,No,5,Yes,Medium Risk
3811-VBYBZ,Month-to-month,99.8,673.25,Electronic check,Yes,6,Yes,Medium Risk
1480-BKXGA,Two year,116.05,8404.9,Bank transfer (automatic),Yes,1,No,High Risk
2996-XAUVF,Two year,40.05,2799.75,Mailed check,Yes,1,No,Low Risk
9076-AXYIK,Two year,102.1,6538.45,Electronic check,No,2,No,Low Risk
5968-XQIVE,One year,89.7,6588.95,Electronic check,Yes,3,No,Medium Risk
8896-RAZCR,Two year,19.9,868.1,Mailed check,No,0,No,Low Risk
4640-UHDOS,Month-to-month,55.95,734.35,Electronic check,No,5,Yes,Medium Risk
4933-IKULF,One year,20.65,330.6,Mailed check,No,0,No,Low Risk
3583-EKAPL,Month-to-month,55.0,55.0,Electronic check,Yes,6,Yes,Medium Risk
1304-BCCFO,Month-to-month,70.05,564.4,Mailed check,Yes,4,No,Medium Risk
4104-PVRPS,Month-to-month,53.6,1315.35,Mailed check,No,3,No,Low Risk
9399-APLBT,Month-to-month,74.7,74.7,Electronic check,Yes,6,Yes,Medium Risk
2359-KMGLI,Month-to-month,80.25,1861.5,Electronic check,Yes,6,Yes,Medium Risk
3780-DDGSE,Month-to-month,76.05,2747.2,Electronic check,Yes,6,No,Medium Risk
4431-EDMIQ,Month-to-month,75.7,554.05,Electronic check,Yes,6,No,High Risk
0306-JAELE,Month-to-month,96.1,453.4,Electronic check,Yes,6,Yes,Medium Risk
6227-HWPWX,Month-to-month,69.0,994.8,Bank transfer (automatic),No,3,Yes,Low Risk
0486-LGCCH,Two year,19.65,225.75,Mailed check,No,0,No,Low Risk
0447-BEMNG,Month-to-month,45.3,2145.0,Bank transfer (automatic),Yes,4,Yes,High Risk
4612-SSVHJ,Month-to-month,81.45,1671.6,Electronic check,Yes,6,No,Medium Risk
5168-MQQCA,One year,108.5,8003.8,Bank transfer (automatic),Yes,1,No,Medium Risk
5949-XIKAE,Month-to-month,83.55,680.05,Electronic check,Yes,6,Yes,High Risk
7971-HLVXI,Two year,84.5,6130.85,Credit card (automatic),Yes,1,No,Low Risk
9094-AZPHK,Month-to-month,100.15,1415.0,Electronic check,Yes,6,No,Medium Risk
3649-JPUGY,Two year,88.6,6201.95,Bank transfer (automatic),Yes,1,No,Medium Risk
4472-LVYGI,Two year,52.55,1397.475,Bank transfer (automatic),Yes,1,No,Low Risk
8372-JUXUI,Month-to-month,74.35,74.35,Electronic check,Yes,6,Yes,High Risk
3552-CTCYF,Two year,104.8,6597.25,Bank transfer (automatic),Yes,1,No,Low Risk
6778-YSNIH,Month-to-month,59.0,114.15,Electronic check,Yes,6,No,Medium Risk
0388-EOPEX,Month-to-month,74.4,139.4,Electronic check,Yes,6,Yes,Medium Risk
5756-OZRIO,One year,64.05,3902.6,Bank transfer (automatic),No,0,No,Low Risk
6579-JPICP,Month-to-month,20.4,20.4,Mailed check,No,3,No,Low Risk
8205-OTCHB,One year,43.75,903.6,Bank transfer (automatic),Yes,1,Yes,Low Risk
4134-BSXLX,Month-to-month,60.9,1785.65,Mailed check,No,3,No,Low Risk
0505-SPOOW,Two year,19.8,1397.65,Bank transfer (automatic),No,0,No,Low Risk
6235-VDHOM,Month-to-month,28.45,131.05,Electronic check,No,5,Yes,Medium Risk
7783-YKGDV,Month-to-month,99.7,1238.45,Bank transfer (automatic),Yes,4,Yes,High Risk
4374-YMUSQ,One year,116.25,3899.05,Credit card (automatic),No,0,No,Low Risk
4513-CXYIX,Two year,80.7,5676.0,Credit card (automatic),Yes,1,No,Low Risk
3957-HHLMR,One year,65.2,4543.15,Bank transfer (automatic),No,0,No,Low Risk
7803-XOCCZ,Month-to-month,84.05,4326.8,Bank transfer (automatic),Yes,4,No,Medium Risk
5736-YEJAX,Two year,79.45,5502.55,Credit card (automatic),Yes,1,No,Medium Risk
5609-CEBID,Month-to-month,94.1,1782.4,Electronic check,Yes,6,Yes,High Risk
8981-FJGLA,Month-to-month,78.0,851.8,Mailed check,Yes,4,No,Medium Risk
7218-HKQFK,Month-to-month,94.2,167.5,Electronic check,Yes,6,Yes,High Risk
4636-QRJKY,Month-to-month,80.5,502.85,Electronic check,Yes,6,Yes,High Risk
1135-LMECX,Month-to-month,19.85,19.85,Mailed check,No,3,No,Low Risk
4332-MUOEZ,One year,94.3,1818.3,Credit card (automatic),No,0,No,Low Risk
8535-SFUTN,Month-to-month,106.45,6300.15,Electronic check,Yes,6,No,Medium Risk
5956-VKDTT,Month-to-month,74.35,334.8,Electronic check,Yes,6,Yes,Medium Risk
8677-HDZEE,Month-to-month,105.45,5916.95,Bank transfer (automatic),Yes,4,No,Medium Risk
2475-MROZF,Month-to-month,95.0,2852.4,Credit card (automatic),Yes,4,No,High Risk
9412-GHEEC,Month-to-month,104.8,4131.95,Bank transfer (automatic),No,3,Yes,High Risk
3482-ABPKK,One year,54.3,1546.3,Mailed check,No,0,No,Low Risk
6705-LXORM,Month-to-month,70.05,302.6,Electronic check,No,5,No,Medium Risk
0257-ZESQC,Month-to-month,75.2,1929.35,Bank transfer (automatic),Yes,4,Yes,Medium Risk
7531-GQHME,Month-to-month,20.05,265.45,Credit card (automatic),No,3,No,Low Risk
5174-ITUMV,One year,105.4,6989.45,Electronic check,Yes,3,No,Low Risk
4109-CYRBD,Month-to-month,51.6,1442.0,Electronic check,Yes,6,No,High Risk
0913-XWSCN,Month-to-month,85.5,4713.4,Bank transfer (automatic),No,3,No,Low Risk
6825-UYPFK,Month-to-month,75.6,1758.6,Bank transfer (automatic),No,3,Yes,Low Risk
8397-MVTAZ,Month-to-month,100.05,3480.0,Electronic check,Yes,6,Yes,High Risk
0750-EBAIU,One year,91.25,4738.3,Electronic check,No,2,No,Low Risk
8606-CIQUL,Two year,115.75,8399.15,Credit card (automatic),Yes,1,No,Low Risk
3571-DPYUH,One year,94.7,5430.35,Credit card (automatic),Yes,1,No,Low Risk
7601-GNDYK,Two year,19.6,686.95,Mailed check,No,0,No,Low Risk
0356-OBMAC,Two year,99.9,5706.3,Bank transfer (automatic),Yes,1,No,Low Risk
8067-NIOYM,Two year,21.1,490.65,Credit card (automatic),Yes,1,No,Low Risk
1403-GYAFU,Two year,20.05,1360.25,Credit card (automatic),No,0,No,High Risk
4234-XTNEA,Month-to-month,79.95,174.45,Electronic check,Yes,6,No,Medium Risk
1297-VQDRP,One year,107.15,7379.8,Credit card (automatic),Yes,1,No,Low Risk
9282-IZGQK,Month-to-month,85.0,85.0,Electronic check,Yes,6,Yes,Medium Risk
5348-CAGXB,Month-to-month,89.55,1021.75,Electronic check,Yes,6,No,Medium Risk
0621-HJWXJ,Month-to-month,81.55,5029.05,Bank transfer (automatic),Yes,4,No,Medium Risk
5844-QVTAT,One year,58.45,1955.4,Mailed check,Yes,1,No,Low Risk
8905-IAZPF,One year,95.65,6744.2,Credit card (automatic),Yes,1,No,Low Risk
5394-MEITZ,Two year,80.6,4946.7,Bank transfer (automatic),Yes,1,No,Low Risk
6859-QNXIQ,Two year,113.1,8248.5,Bank transfer (automatic),Yes,1,No,Low Risk
2782-LFZVW,Month-to-month,58.95,601.6,Mailed check,Yes,4,No,Medium Risk
2866-IKBTM,Month-to-month,19.55,19.55,Mailed check,No,3,No,Low Risk
1342-JPNKI,Month-to-month,86.05,834.1,Bank transfer (automatic),Yes,4,Yes,Medium Risk
2817-NTQDO,Month-to-month,45.55,597.0,Credit card (automatic),Yes,4,Yes,High Risk
7129-AZJDE,One year,78.95,2647.2,Bank transfer (automatic),Yes,1,No,Medium Risk
6986-IJDHX,Month-to-month,86.3,3266.0,Mailed check,Yes,4,Yes,High Risk
2560-PPCHE,One year,105.05,6744.25,Bank transfer (automatic),Yes,1,No,Low Risk
4676-MQUEA,One year,101.9,5265.5,Bank transfer (automatic),Yes,1,No,High Risk
8138-EALND,Month-to-month,19.75,311.6,Mailed check,No,3,No,Medium Risk
3580-HYCSP,Two year,110.3,7966.9,Bank transfer (automatic),Yes,1,No,Low Risk
1352-HNSAW,Two year,115.6,8220.4,Bank transfer (automatic),Yes,1,No,High Risk
2075-PUEPR,Two year,19.35,1153.25,Bank transfer (automatic),No,0,No,Low Risk
1982-FEBTD,Two year,25.6,514.75,Credit card (automatic),Yes,1,No,Low Risk
5301-GAUUY,Month-to-month,80.35,2596.15,Bank transfer (automatic),Yes,4,Yes,Medium Risk
5791-KAJFD,One year,68.75,3808.0,Bank transfer (automatic),Yes,1,No,Low Risk
2654-VBVPB,Month-to-month,19.9,19.9,Bank transfer (automatic),No,3,No,Low Risk
1154-HYWWO,One year,70.6,2708.2,Mailed check,No,0,No,Low Risk
2501-XWWTZ,Month-to-month,70.2,760.05,Electronic check,No,5,No,Medium Risk
3716-UVSPD,Month-to-month,49.3,49.3,Electronic check,Yes,6,No,High Risk
6815-ABQFQ,One year,107.25,6033.3,Electronic check,Yes,3,No,Low Risk
7343-EOBEU,Month-to-month,23.6,89.05,Mailed check,Yes,4,No,Medium Risk
3701-SFMUH,Month-to-month,69.7,516.15,Credit card (automatic),No,3,No,Low Risk
6103-LIANB,Two year,99.5,5861.75,Credit card (automatic),Yes,1,No,Low Risk
7319-VENRZ,Month-to-month,64.3,445.95,Bank transfer (automatic),No,3,No,Low Risk
5846-NEQVZ,Two year,70.85,4973.4,Credit card (automatic),Yes,1,No,Low Risk
6967-QIQRV,One year,101.9,1667.25,Electronic check,No,2,No,Low Risk
5781-RFZRP,Two year,73.5,5357.75,Credit card (automatic),No,0,No,Low Risk
0939-YAPAF,Month-to-month,100.25,3527.6,Electronic check,Yes,6,Yes,High Risk
0308-IVGOK,One year,40.4,422.6,Credit card (automatic),Yes,1,No,Low Risk
7293-LSCDV,Two year,19.25,1103.25,Credit card (automatic),Yes,1,No,Low Risk
7025-WCBNE,Two year,59.6,2754.0,Bank transfer (automatic),No,0,No,Low Risk
5756-JYOJT,One year,64.9,697.25,Credit card (automatic),No,0,No,Low Risk
4710-FDUIZ,One year,100.3,5614.45,Credit card (automatic),No,0,Yes,High Risk
6030-REHUX,Month-to-month,110.85,3204.4,Electronic check,Yes,6,No,Medium Risk
9548-LIGTA,Two year,81.05,4747.65,Mailed check,Yes,1,No,Medium Risk
5150-LJNSR,One year,98.05,3082.1,Bank transfer (automatic),No,0,No,Low Risk
8270-RKSAP,Month-to-month,70.5,597.9,Electronic check,Yes,6,No,Medium Risk
6522-YRBXD,Month-to-month,94.55,3365.4,Electronic check,Yes,6,No,High Risk
2640-LYMOV,Month-to-month,19.65,38.8,Mailed check,Yes,4,No,Medium Risk
1218-VKFPE,Month-to-month,19.0,233.55,Mailed check,No,3,Yes,Low Risk
3627-FHKBK,Month-to-month,75.3,75.3,Mailed check,No,3,Yes,Low Risk
2865-TCHJW,Month-to-month,89.2,346.2,Electronic check,Yes,6,Yes,Medium Risk
1423-BMPBQ,Month-to-month,19.0,19.0,Mailed check,Yes,4,No,Medium Risk
2393-DIVAI,Month-to-month,20.0,61.7,Mailed check,Yes,4,No,Medium Risk
5192-EBGOV,Month-to-month,85.7,85.7,Electronic check,Yes,6,Yes,Medium Risk
4568-KNYWR,Two year,63.25,3342.45,Credit card (automatic),Yes,1,No,Low Risk
8752-IMQOS,One year,20.1,85.1,Mailed check,No,0,No,Low Risk
0742-LAFQK,Two year,99.15,7422.1,Electronic check,Yes,3,No,Low Risk
0795-LAFGP,Two year,90.4,6668.05,Electronic check,No,2,No,Low Risk
0619-OLYUR,Two year,111.9,8071.05,Credit card (automatic),Yes,1,No,Low Risk
5512-IDZEI,One year,24.9,1174.8,Electronic check,No,2,No,Medium Risk
